ResponseDate,CompletionDate,Q1_PropertyType,Q2_LastContact,Q3_RateQuality_City staff treated me fairly and with respect.,Q3_RateQuality_City staff were knowledgeable.,Q3_RateQuality_City staff went the extra mile to make sure I got what I needed.,Q3_RateQuality_I received a response to my inquiry in a timely manner.,Q3_RateQuality_The response I received provided me with the information I required.,"Q3_RateQuality_Overall, I was satisfied with the quality of customer service I received.",Q4a_Experience,OSType,DeviceType,BrowserType,Q3_Own_Rent (Study: Profiling Questionnaire 2014),GENDER (Study: Profiling Questionnaire 2014),Q7_Children (Study: Profiling Questionnaire 2014),Q8_Born_Canada (Study: Profiling Questionnaire 2014),Q9a_Edmonton (Study: Profiling Questionnaire 2014),Q10_Own_Business (Study: Profiling Questionnaire 2014),Q11_Home_Language (Study: Profiling Questionnaire 2014),Q12_Employment_Status (Study: Profiling Questionnaire 2014),Q13_Volunteer (Study: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Study: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Study: Profiling Questionnaire 2014),Q15_Household_Income (Study: Profiling Questionnaire 2014),Q16_Education (Study: Profiling Questionnaire 2014),Q17_City_Employee (Study: Profiling Questionnaire 2014),FSA (Study: Profiling Questionnaire 2014),Age_Rollup_Detailed (Study: Profiling Questionnaire 2014)
02/10/2015 05:19:00 PM,02/10/2015 05:35:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T5N,40-44
02/10/2015 04:08:00 PM,02/10/2015 04:15:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,No,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"$40,000 to $49,999",College / technical school graduate,,T6L,55-59
02/11/2015 11:42:00 AM,02/11/2015 12:00:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$60,000 to $79,999",College / technical school graduate,No,T6H,55-59
02/11/2015 11:07:00 AM,02/11/2015 11:19:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",High school graduate,Yes,T5E,45-49
02/10/2015 06:21:00 PM,02/10/2015 06:28:00 PM,Not sure,,,,,,,,,Windows,Desktop,Firefox,Rent,Male,No,No,Less than 1 year,No,English,Post-secondary student,Yes,Public Transit,Bicycle,Prefer not to answer,High school graduate,,T6C,18-24
02/14/2015 11:07:00 AM,02/14/2015 11:14:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Unknown,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,Prefer not to answer,"Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T5G,40-44
02/11/2015 09:24:00 AM,02/11/2015 09:31:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Public Transit,Car/truck/Van as DRIVER,"$150,000 and over",University undergraduate degree,No,T6J,30-34
02/11/2015 11:09:00 AM,02/11/2015 11:25:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",University undergraduate degree,No,T6C,55-59
02/12/2015 02:32:00 PM,02/12/2015 02:45:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Public Transit,Car/truck/van as PASSENGER,"Under $20,000",Post-graduate degree,No,T6C,50-54
02/14/2015 11:24:00 AM,02/14/2015 11:30:00 AM,Residential property,Within the last year,5 Strongly Agree,5 Strongly Agree,3 Neither,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,Positive,Mac (OS X),Desktop,Google Chrome,Own,I prefer not to answer,Yes,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",Post-graduate degree,No,T6X,40-44
02/12/2015 10:13:00 AM,02/12/2015 10:20:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",University undergraduate degree,No,T6J,50-54
02/10/2015 04:03:00 PM,02/10/2015 04:11:00 PM,I don’t own property,,,,,,,,,iOS,Tablet,Safari,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$30,000 to $39,999",College / technical school graduate,No,T5K,60-64
02/11/2015 11:18:00 AM,02/11/2015 11:27:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Walk,"$150,000 and over",University undergraduate degree,No,T5K,30-34
02/10/2015 07:10:00 PM,02/10/2015 07:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Female,Yes,No,Greater than 5 years,No,English,Homemaker,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,,T6B,30-34
02/10/2015 09:51:00 PM,02/10/2015 09:57:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$40,000 to $49,999",University undergraduate degree,No,T5C,35-39
02/11/2015 12:08:00 PM,02/11/2015 12:24:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Female,Yes,Yes,Greater than 5 years,No,Other (Specify),Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$40,000 to $49,999",Elementary/grade school graduate,No,T5L,30-34
02/10/2015 07:00:00 PM,02/10/2015 07:13:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Safari,Own,I prefer not to answer,Yes,Yes,Greater than 5 years,No,English,Other (Specify),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$30,000 to $39,999",College / technical school graduate,,T5L,35-39
02/10/2015 08:17:00 PM,02/10/2015 09:32:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Firefox,Rent,Male,No,Yes,Greater than 5 years,No,English,Permanently unable to Work,No,Public Transit,Walk,"Under $20,000",College / technical school graduate,,T6E,60-64
02/10/2015 10:45:00 PM,02/10/2015 11:07:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Permanently unable to Work,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",College / technical school graduate,,T5T,50-54
02/13/2015 05:35:00 PM,02/13/2015 05:55:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Android,Own,Female,Yes,Yes,Greater than 5 years,No,French,Other (Specify),Yes,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,,T6B,40-44
02/11/2015 03:53:00 PM,02/11/2015 04:01:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,No,T5R,35-39
02/10/2015 04:55:00 PM,02/10/2015 06:26:00 PM,I don’t own property,,,,,,,,,iOS,Phone,Safari,Own,Male,No,No,Between 3 to 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,"$150,000 and over",Elementary/grade school graduate,No,T6L,30-34
02/10/2015 08:56:00 PM,02/10/2015 09:06:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,,Yes,Greater than 5 years,No,English,Post-secondary student,Yes,Public Transit,Car/truck/van as PASSENGER,Prefer not to answer,High school graduate,,T6C,18-24
02/10/2015 04:26:00 PM,02/10/2015 04:34:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$150,000 and over",University undergraduate degree,No,T5Z,40-44
02/10/2015 04:27:00 PM,02/10/2015 04:32:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Bicycle,"$50,000 to $59,999",College / technical school graduate,No,T5X,40-44
02/10/2015 05:14:00 PM,02/10/2015 05:20:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$150,000 and over",College / technical school graduate,Yes,T5N,50-54
02/10/2015 04:05:00 PM,02/10/2015 04:21:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,No,Between 3 to 5 years,No,English,Post-secondary student,Yes,Public Transit,Bicycle,"$80,000 to $99,999",Post-graduate degree,,T6C,45-49
02/16/2015 06:26:00 PM,02/16/2015 06:42:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",College / technical school graduate,No,T6J,30-34
02/10/2015 04:03:00 PM,02/10/2015 04:16:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,"$150,000 and over",High school graduate,No,T6R,30-34
02/10/2015 04:35:00 PM,02/10/2015 04:45:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Female,No,Yes,Greater than 5 years,No,English,Permanently unable to Work,Yes,Public Transit,Bicycle,"Under $20,000",College / technical school graduate,,T6L,55-59
02/13/2015 12:45:00 PM,02/13/2015 12:54:00 PM,I don’t own property,,,,,,,,,Android,Phone,Unknown,Rent,Female,No,No,Between 1 to 2 years,No,Other (Specify),Post-secondary student,No,Public Transit,Car/truck/van as PASSENGER,"$40,000 to $49,999","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",,T5R,30-34
02/15/2015 04:20:00 PM,02/15/2015 05:15:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,Yes,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",Post-graduate degree,No,T5H,35-39
02/10/2015 04:58:00 PM,02/10/2015 05:06:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Unknown,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",College / technical school graduate,No,T5B,40-44
02/10/2015 04:20:00 PM,02/10/2015 04:53:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Linux,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$40,000 to $49,999",College / technical school graduate,No,T5G,25-29
02/13/2015 05:27:00 PM,02/13/2015 05:40:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,"$150,000 and over",Post-graduate degree,No,T6C,50-54
02/15/2015 08:21:00 PM,02/15/2015 08:32:00 PM,Residential property,Within the last 3 months,3 Neither,4 Somewhat Agree,2 Somewhat Disagree,2 Somewhat Disagree,1 Strongly Disagree,2 Somewhat Disagree,Negative,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,Cantonese,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",Post-graduate degree,No,T5Z,18-24
02/10/2015 10:59:00 PM,02/10/2015 11:16:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T5X,30-34
02/11/2015 08:56:00 PM,02/11/2015 09:01:00 PM,Residential property,I don't recall,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",College / technical school graduate,No,T5M,55-59
02/11/2015 03:57:00 PM,02/11/2015 04:08:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,,Male,Yes,Yes,,No,English,Employed full-time (30+ hours a week),Yes,Bicycle,Car/truck/Van as DRIVER,"$80,000 to $99,999",Post-graduate degree,No,,60-64
02/17/2015 01:09:00 PM,02/17/2015 01:20:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,Prefer not to answer,College / technical school graduate,No,T6C,55-59
02/10/2015 08:14:00 PM,02/10/2015 08:25:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,Yes,No,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T6E,30-34
02/11/2015 08:37:00 AM,02/11/2015 08:47:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,No,T6J,45-49
02/10/2015 11:53:00 PM,02/11/2015 12:06:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Unknown,Tablet,Safari,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,University undergraduate degree,No,T5W,40-44
02/10/2015 04:03:00 PM,02/17/2015 11:11:00 AM,Residential property,I don't recall,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,Yes,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,University undergraduate degree,No,T5J,65-69
02/11/2015 11:06:00 AM,02/11/2015 11:14:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Rent,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Bicycle,"$60,000 to $79,999",College / technical school graduate,No,T5L,30-34
02/10/2015 10:14:00 AM,02/10/2015 11:00:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Walk,Public Transit,"Under $20,000",Post-graduate degree,No,T6E,25-29
02/10/2015 04:05:00 PM,02/10/2015 04:16:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,No,T6R,45-49
02/13/2015 03:45:00 PM,02/13/2015 03:55:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,No,Greater than 5 years,No,English,Other (Specify),Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",Post-graduate degree,,T6G,70-74
02/12/2015 01:25:00 PM,02/12/2015 01:32:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",College / technical school graduate,Prefer not to say,T5L,25-29
02/11/2015 10:58:00 AM,02/11/2015 11:07:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T6M,50-54
02/13/2015 12:04:00 PM,02/13/2015 12:14:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,"$150,000 and over",College / technical school graduate,No,T6E,60-64
02/10/2015 04:37:00 PM,02/10/2015 04:50:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",University undergraduate degree,No,T5X,40-44
02/10/2015 11:27:00 AM,02/10/2015 11:38:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Between 3 to 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",University undergraduate degree,Yes,T6X,35-39
02/10/2015 06:16:00 PM,02/10/2015 06:28:00 PM,Residential property,Within the last 6 months,3 Neither,1 Strongly Disagree,2 Somewhat Disagree,2 Somewhat Disagree,2 Somewhat Disagree,2 Somewhat Disagree,Negative,Mac (OS X),Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",University undergraduate degree,No,T5M,25-29
02/10/2015 04:08:00 PM,02/10/2015 04:26:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Bicycle,Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,No,T5G,30-34
02/10/2015 04:13:00 PM,02/10/2015 04:23:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$100,000 to $149,000",University undergraduate degree,No,T5X,30-34
02/10/2015 03:46:00 PM,02/10/2015 03:57:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Male,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",Post-graduate degree,No,T5B,50-54
02/10/2015 06:34:00 PM,02/10/2015 06:54:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Google Chrome,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Other (Specify),Yes,Other (Specify),Other (Specify),"$50,000 to $59,999",College / technical school graduate,,T5B,50-54
02/11/2015 12:04:00 PM,02/11/2015 12:28:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",College / technical school graduate,Yes,T6H,45-49
02/10/2015 06:20:00 PM,02/10/2015 06:32:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Public Transit,Car/truck/Van as DRIVER,"$150,000 and over",College / technical school graduate,No,T6L,35-39
02/10/2015 10:12:00 AM,02/10/2015 10:18:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Between 3 to 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$50,000 to $59,999",University undergraduate degree,No,T5H,30-34
02/10/2015 10:40:00 PM,02/13/2015 12:44:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,"$150,000 and over",University undergraduate degree,Yes,T6M,35-39
02/11/2015 02:09:00 PM,02/11/2015 02:22:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,No,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,"Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T6E,45-49
02/10/2015 04:15:00 PM,02/10/2015 04:39:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Walk,"$40,000 to $49,999",University undergraduate degree,No,T6E,25-29
02/10/2015 07:22:00 PM,02/10/2015 07:41:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Bicycle,"$60,000 to $79,999",College / technical school graduate,No,T5G,35-39
02/10/2015 04:05:00 PM,02/10/2015 04:13:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Firefox,Rent,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$40,000 to $49,999",University undergraduate degree,No,T5M,25-29
02/10/2015 04:05:00 PM,02/10/2015 04:24:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Walk,Public Transit,"$30,000 to $39,999",High school graduate,,T5K,55-59
02/10/2015 04:12:00 PM,02/10/2015 04:16:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",College / technical school graduate,No,T5A,55-59
02/11/2015 01:26:00 PM,02/11/2015 07:04:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Android,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",High school graduate,No,T6W,30-34
02/10/2015 06:31:00 PM,02/10/2015 06:36:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,High school graduate,No,T5T,45-49
02/13/2015 06:19:00 PM,02/13/2015 06:41:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",College / technical school graduate,No,T5L,50-54
02/10/2015 10:39:00 PM,02/10/2015 11:01:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Did not answer,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Bicycle,Car/truck/Van as DRIVER,"$100,000 to $149,000","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T6H,25-29
02/10/2015 06:11:00 PM,02/10/2015 06:15:00 PM,Residential property,Within the last year,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,Positive,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Less than 1 year,No,English,Employed full-time (30+ hours a week),No,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,"$100,000 to $149,000",Post-graduate degree,No,T5R,30-34
02/11/2015 08:51:00 PM,02/11/2015 09:03:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",College / technical school graduate,No,T6V,55-59
02/13/2015 12:45:00 PM,02/13/2015 01:07:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,No,Greater than 5 years,No,English,Permanently unable to Work,Yes,Public Transit,Car/truck/van as PASSENGER,"Under $20,000",High school graduate,,T5E,50-54
02/11/2015 09:55:00 AM,02/11/2015 10:03:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",University undergraduate degree,Yes,T6R,50-54
02/12/2015 07:03:00 PM,02/12/2015 07:13:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Safari,Rent,Other,No,Yes,Greater than 5 years,No,English,Other (Specify),No,Public Transit,Car/truck/Van as DRIVER,"$20,000 to $29,999",University undergraduate degree,,T5H,40-44
02/10/2015 04:27:00 PM,02/11/2015 11:37:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$50,000 to $59,999",University undergraduate degree,No,T5N,25-29
